Avg Year,Type,Avg Deaths,,0
2006,Interstate,290610.3333,,
2012,Interstate,89494.33333,,
2008.333333,Interstate,81679,,
2009.666667,Interstate,67310,,
2005.333333,Interstate,30343.66667,,
2007.333333,Interstate,52525,,
2012.666667,Interstate,92929.33333,,
2005,Interstate,44988.66667,,
2000,Interstate,28016.66667,,
2002.666667,Interstate,92261,,
2007.333333,Interstate,42786.66667,,
2010.333333,Interstate,75039.33333,,
2011.666667,Interstate,72704.33333,,
2009.666667,Interstate,47541,,
2011,Interstate,102674,,
2002.333333,Interstate,42807.66667,,
2005,Interstate,62761.33333,,
2006,Interstate,22675,,
2003,Interstate,55890,,
2014.333333,Interstate,77048.33333,,
2000,Interstate,39804.33333,,
2008.333333,Interstate,42636,,
2008,Interstate,83456.66667,,
2004.333333,Interstate,89635.33333,,
1994.666667,Interstate,288544.6667,,
2015.333333,Interstate,98671.33333,,
2004,Interstate,299634.6667,,
2000,Interstate,45363,,
2015.666667,Interstate,42030,,
2002,Interstate,67624.33333,,
2012,Interstate,41306,,
2008.666667,Interstate,35518.33333,,
2006.666667,Interstate,22157.33333,,
2002.333333,Interstate,42339.66667,,
1992.333333,Interstate,47923,,
2005.666667,Interstate,33552.66667,,
2008.333333,Interstate,21158,,
2010,Interstate,86207.66667,,
2019.333333,Interstate,162924.6667,,
2018.333333,Interstate,71577.66667,,
2016.666667,Interstate,44167.66667,,
2008.666667,Interstate,38088.33333,,
2000.333333,Interstate,26057.66667,,
2011.333333,Interstate,37745.33333,,
2002,Interstate,72007.33333,,
2009,Interstate,82792.33333,,
2006,Interstate,299467.3333,,
2011.666667,Interstate,96126.66667,,
1994.333333,Interstate,49660.33333,,
2011,Interstate,25320.66667,,
2001.333333,Interstate,295917.3333,,
2004.666667,Interstate,290783,,
2009,Interstate,44428.66667,,
2001.333333,Interstate,54229,,
1995.666667,Interstate,39155.66667,,
2015,Interstate,90846,,
2007.666667,Interstate,31323.66667,,
2013,Interstate,65075.33333,,
2008.333333,Interstate,68240,,
2011.666667,Interstate,67741,,
2005.666667,Interstate,41973.33333,,
2007.333333,Interstate,72781,,
2005,Interstate,21109.66667,,
2003.333333,Interstate,23292.33333,,
2005.333333,Interstate,30343.66667,,
2000,Interstate,26536,,
2007,Interstate,91153.66667,,
2008.333333,Interstate,59434.66667,,
1996.333333,Interstate,34240.33333,,
2010.666667,Interstate,43619,,
2005.666667,Interstate,30175,,
2009.333333,Interstate,107802.6667,,
1998.666667,Interstate,30244,,
2013.333333,Interstate,101829.6667,,
2005.666667,Interstate,55711,,
1997.666667,Interstate,40752.33333,,
2002.333333,Interstate,60614,,
2001.666667,Interstate,33721,,
2001,Interstate,34231,,
2014.666667,Interstate,83226.33333,,
2002.666667,Interstate,25819,,
2006,Interstate,48634,,
1999,Interstate,281663.3333,,
2008,Interstate,45563,,
2012.333333,Interstate,72748.33333,,
2004.666667,Interstate,40716.33333,,
1998.333333,Interstate,87540.33333,,
2007.333333,Interstate,47877.66667,,
2015,Interstate,91185.33333,,
1999,Interstate,72573.33333,,
1996.333333,Interstate,34368.33333,,
2007.333333,Interstate,83055.33333,,
2014,Interstate,58500,,
2009.666667,Interstate,76755,,
2005.666667,Interstate,45084,,
2005,Interstate,46963.33333,,
1999,Interstate,31644.33333,,
2001.333333,Interstate,35603.33333,,
2016.666667,Interstate,116241,,
2008.333333,Interstate,119361,,
1994.666667,Interstate,43667.33333,,
2006.333333,Interstate,83197.66667,,
2008.333333,Interstate,46883.66667,,
2005.333333,Interstate,44647,,
2008,Interstate,51671.33333,,
2012.333333,Interstate,100281,,
2006,Interstate,290236.6667,,
2005.666667,Interstate,31587.66667,,
2006.333333,Interstate,43508.33333,,
2004,Interstate,40392,,
2010,Interstate,56576,,
2007,Interstate,21988.66667,,
1996.333333,Interstate,34368.33333,,
1999.333333,Interstate,324935.3333,,
2010.666667,Interstate,56543,,
2013.666667,Interstate,52199,,
2000,Interstate,269909,,
2004.333333,Interstate,23484.66667,,
2019.333333,Interstate,102998.3333,,
1995.666667,Interstate,45859.66667,,
2007.333333,Interstate,54222.66667,,
2004.666667,Interstate,34758.66667,,
2008.333333,Interstate,43991.33333,,
1996.333333,Interstate,44692.33333,,
1990.333333,Interstate,51193,,
2006,Interstate,305561,,
2005.666667,Interstate,53235.33333,,
2013.666667,Interstate,95801.66667,,
1995,Interstate,49099.66667,,
2001.666667,Interstate,62175.66667,,
2018.666667,Interstate,41470.66667,,
2009.666667,Interstate,47241,,
2012.666667,Interstate,44200.33333,,
2007.333333,Interstate,89011.33333,,
2002,Interstate,33915,,
2005,Interstate,58851.66667,,
2004,Interstate,55341.66667,,
2004.666667,Interstate,23508.33333,,
1999,Interstate,29662.33333,,
1998,Interstate,32847.33333,,
2002,Interstate,276436.3333,,
2002.333333,Interstate,89363,,
2010.333333,Interstate,57388.66667,,
2007.333333,Interstate,23131.66667,,
1993.333333,Interstate,50829.66667,,
2007.666667,Interstate,31323.66667,,
1995,Intrastate,46006.66667,,
2003,Interstate,54962.66667,,
2010,Interstate,35581,,
2012.333333,Interstate,72748.33333,,
2006,Interstate,51943,,
2006.666667,Interstate,49613.33333,,
2009.333333,Interstate,37708.66667,,
2004.666667,Interstate,19665.33333,,
2000,Interstate,33004.66667,,
2004.333333,Interstate,89675,,
2002.333333,Interstate,34088.33333,,
2006.333333,Interstate,284081.3333,,
2005,Interstate,48297.33333,,
2011.666667,Interstate,33323,,
2014,Interstate,48179.66667,,
2001,Interstate,110712.6667,,
2013.666667,Interstate,87288,,
2017,Interstate,109314.3333,,
2003.666667,Interstate,26000.33333,,
2004.666667,Interstate,43172,,
2002,Interstate,31143.66667,,
1998.666667,Intrastate,41118.66667,,
1999.666667,Interstate,39466.33333,,
2003.666667,Interstate,47706.33333,,
2003.333333,Interstate,26169,,
2000,Interstate,24186.66667,,
2004,Interstate,51186.66667,,
2014.333333,Interstate,42200.33333,,
2010.666667,Interstate,34159,,
2018.333333,Interstate,92093.33333,,
1998.333333,Interstate,35294.33333,,
2010.666667,Interstate,60321,,
1997.666667,Interstate,297832.6667,,
2011,Interstate,67854.66667,,
2003,Interstate,40434,,
1993.333333,Interstate,58595.33333,,
2008.333333,Interstate,38270,,
2017,Interstate,77425,,
2013.666667,Interstate,64877,,
2009.333333,Interstate,77210.33333,,
2004,Interstate,54526.33333,,
2004.333333,Interstate,89675,,
1999,Interstate,40358.66667,,
1997,Interstate,50942,,
2012.333333,Interstate,58448.33333,,
2011.333333,Interstate,67210.33333,,
2008.333333,Interstate,18108.66667,,
2008,Interstate,35009,,
2012.666667,Interstate,61153,,
2000,Interstate,285097,,
2012.333333,Interstate,52369.33333,,
2008.666667,Interstate,69910.33333,,
2000,Interstate,306028,,
2001.333333,Interstate,59304,,
1998.333333,Interstate,30888.33333,,
2006.333333,Interstate,38765.66667,,
2002.666667,Interstate,272702.3333,,
2009.333333,Interstate,40471,,
2007,Interstate,38440.33333,,
2000,Interstate,37523.33333,,
2003.333333,Interstate,53873.66667,,
2011.666667,Interstate,40523.66667,,
2003.333333,Interstate,29565.66667,,
2011.666667,Interstate,61131.66667,,
2007.666667,Interstate,24082.33333,,
2000.666667,Interstate,51327,,
1997,Interstate,55724.66667,,
2004.333333,Interstate,89635.33333,,
1998.666667,Interstate,278511.3333,,
2003.333333,Interstate,63146.66667,,
2003.666667,Interstate,31153.33333,,
2009.333333,Interstate,44012.66667,,
2013.666667,Interstate,62525.66667,,
2004.666667,Interstate,84781.66667,,
2012.333333,Interstate,100281,,
2014.333333,Interstate,54680.66667,,
2006.666667,Interstate,88077.66667,,
2010,Interstate,87896.33333,,
2009,Interstate,101206.3333,,
2006.333333,Interstate,33654,,
2010.333333,Interstate,41096.33333,,
2006.333333,Interstate,41166,,
2004.666667,Interstate,72671.33333,,
2007,Interstate,53490.66667,,
2003.666667,Interstate,71445,,
2009,Interstate,73642.66667,,
2012.333333,Interstate,77629,,
2003.333333,Interstate,44117.66667,,
2013,Interstate,59336,,
2000.333333,Interstate,26057.66667,,
2008,Interstate,86168.66667,,
2011.333333,Interstate,44771,,
1999,Interstate,35921,,
1999,Interstate,26164.33333,,
2000.333333,Interstate,49126,,
1999.333333,Interstate,31299,,
2004.666667,Interstate,294005.3333,,
2012,Interstate,294506,,
2003.666667,Interstate,45095.33333,,
2002,Interstate,62208.66667,,
2007.666667,Interstate,86092.66667,,
2003.333333,Interstate,95696,,
1998,Interstate,39106.33333,,
2012,Interstate,55271,,
2009.666667,Interstate,52446,,
2004,Interstate,282963.6667,,
1995.333333,Interstate,48515,,
1995,Interstate,284966,,
2010.333333,Interstate,84740.33333,,
1993,One-sided violence,535938.3333,,
2002.333333,Interstate,47494.33333,,
2015.666667,Interstate,94665.66667,,
2009.666667,Interstate,45543.33333,,
2007,Interstate,298261.3333,,
2013.333333,Interstate,49372.66667,,
2017,Interstate,86089.33333,,
2002.666667,Interstate,30294,,
2011.666667,Interstate,40129.66667,,
1998.333333,Interstate,36031.66667,,
2004,Interstate,46732,,
2001.666667,Interstate,29507,,
2009.333333,Interstate,44222.66667,,
2005.333333,Interstate,22551,,
1998.333333,Interstate,28120,,
2003.333333,Interstate,54320.33333,,
2007.333333,Interstate,39979.33333,,
2002,Interstate,27038.33333,,
2010,Interstate,69696.33333,,
2001.333333,Interstate,43732.33333,,
2011.666667,Interstate,31670,,
1995,Interstate,41043,,
1999.666667,Interstate,308016.6667,,
2001.333333,Interstate,55579.33333,,
2010,Interstate,46145.66667,,
2004,Interstate,40601.33333,,
2001.666667,Interstate,31707.33333,,
2002,Interstate,292267.6667,,
2015,Interstate,89822.66667,,
2006.666667,Interstate,53305,,
2012,Interstate,77797.66667,,
2010.333333,Interstate,47133,,
2006.333333,Interstate,45075.33333,,
2010,Interstate,51037.33333,,
2002,Interstate,299500,,
2006.666667,Interstate,39931,,
2009.666667,Interstate,45543.33333,,
2007,Interstate,76776.66667,,
2003,Interstate,49582.66667,,
2013,Interstate,30822.66667,,
1992.666667,Interstate,291026.3333,,
2006.666667,Interstate,50089,,
2010.666667,Interstate,72132.33333,,
2006,Interstate,306162,,
1999.666667,Interstate,32305,,
2005.333333,Interstate,47876.66667,,
2009.666667,Interstate,64909.66667,,
2002.333333,Interstate,42807.66667,,
2009.333333,Interstate,29648,,
2006,Interstate,49081.66667,,
2007.666667,Interstate,32165.33333,,
2011,Interstate,64166.66667,,
2014,Interstate,52245,,
2007.666667,Interstate,45938.66667,,
2014,Interstate,72363,,
2006.333333,Interstate,18609.33333,,
2003,Interstate,44967.66667,,
2006,Interstate,22305,,
1993.666667,Interstate,43986.33333,,
1994.666667,Interstate,51156.33333,,
2004,Interstate,57539.66667,,
2005.666667,Interstate,50296,,
2012,Interstate,49901.66667,,
2011.666667,Interstate,51149.33333,,
2008.333333,Interstate,47852,,
2013.666667,Interstate,56961,,
2004.666667,Interstate,47844.66667,,
2011.666667,Interstate,139487.6667,,
2003,Interstate,17982.66667,,
2009.666667,Interstate,59264.33333,,
2006,Interstate,88359,,
2008.666667,Interstate,78243,,
2015.666667,Interstate,85632.66667,,
2005.666667,Interstate,54303,,
2004.666667,Interstate,30317.33333,,
2002.333333,Interstate,42339.66667,,
1998.333333,Interstate,68988,,
2005,Interstate,48646.33333,,
1994.666667,Interstate,40899,,
2007.333333,Interstate,52671.66667,,
2012.333333,Interstate,57131.33333,,
2006.666667,Interstate,34398,,
1997.666667,Interstate,40965.33333,,
2015.666667,Interstate,88750.66667,,
2001.666667,Interstate,63709,,
1999.333333,Interstate,29158.66667,,
2010,Interstate,85396,,
2011,Interstate,33743,,
2007.666667,Interstate,47252.66667,,
1995,Interstate,56857.33333,,
2004.666667,Interstate,26625.66667,,
2002.666667,Interstate,49064.33333,,
2017,Interstate,65933.33333,,
1999,Interstate,49549.33333,,
2009,Interstate,37444,,
2008.333333,Interstate,21707.33333,,
2005.333333,Interstate,63137,,
2003.333333,Interstate,25717.33333,,
2004,Interstate,299634.6667,,
1995,Interstate,40863.33333,,
2006.666667,Interstate,61217,,
2002,Interstate,49307.66667,,
2002,Interstate,46710.33333,,
2002.333333,Interstate,60614,,
2010.666667,Interstate,45497,,
2001,Interstate,32691.66667,,
2004.333333,Interstate,339440.6667,,
2009.333333,Interstate,116864.6667,,
2000.333333,Intrastate,59511,,
2008.333333,Interstate,24478.66667,,
2001.666667,Interstate,54264,,
2015,Interstate,105958,,
2008.333333,Interstate,83680.66667,,
2002.666667,Interstate,44754.66667,,
1999.333333,Interstate,52917.66667,,
2002.333333,Interstate,52308.33333,,
2010.666667,Interstate,60900.33333,,
2009.333333,Interstate,46187.66667,,
2000.666667,Interstate,34308.66667,,
2013.333333,Interstate,98652.33333,,
2013.666667,Interstate,91296,,
2016.333333,Interstate,85338,,
2010.666667,Interstate,61076,,
2005.666667,Interstate,19782.33333,,
1998.666667,Interstate,279464.3333,,
2002,Interstate,62208.66667,,
2003,Interstate,16439.66667,,
2004,Interstate,49612.33333,,
2008,Interstate,39074.33333,,
2007,Interstate,38440.33333,,
2012.333333,Interstate,96676,,
2010.333333,Interstate,65993.33333,,
2014,Interstate,57432.66667,,
2006,Interstate,32908.33333,,
2013,Interstate,101501,,
2006,Interstate,20568.33333,,
2000.333333,Interstate,34647.33333,,
2017,Interstate,97721.66667,,
1997,Interstate,61157.33333,,
2001,Interstate,52301,,
2010.666667,Interstate,38834.66667,,
2010,Interstate,97165.33333,,
2004.666667,Interstate,15630,,
2000,Interstate,282474,,
2012.666667,Interstate,95427.33333,,
2004,Interstate,51897.33333,,
2013,Interstate,94343.66667,,
1997.666667,Interstate,41978.33333,,
2002,Interstate,55803,,
1997.333333,Intrastate,39172.66667,,
2001.666667,Interstate,312199.6667,,
2000.666667,Interstate,25641.66667,,
2008,Interstate,43314.33333,,
2011,Interstate,41877,,
2001.666667,Interstate,295071.6667,,
1999,Interstate,58193.33333,,
2010.333333,Interstate,33933,,
2002.333333,Interstate,22667,,
2010.666667,Interstate,51607,,
2014,Interstate,48125.33333,,
2016,Interstate,86891,,
2002.333333,Interstate,44586.33333,,
2013.333333,Interstate,58920,,
2013,Interstate,55522.66667,,
1997.333333,Interstate,29578.33333,,
1999,Interstate,40401,,
2005,Interstate,283138.3333,,
2007.666667,Interstate,81883.33333,,
2010.333333,Interstate,76848.33333,,
2000,Interstate,35679.66667,,
2009.333333,Interstate,51777.33333,,
2008.666667,Interstate,288649.6667,,
2016.333333,Interstate,85338,,
2017.666667,Interstate,48419.66667,,
2016.666667,Interstate,66961.33333,,
2017,Interstate,92263.66667,,
2014.666667,Interstate,73097.33333,,
2003.333333,Interstate,28756,,
2015.666667,Interstate,97265,,
2008,Interstate,43109.66667,,
2002,Interstate,22707.66667,,
1994,Interstate,294041.6667,,
2007,Interstate,50808.66667,,
2001.666667,Interstate,51863.66667,,
2002.666667,Interstate,50602.33333,,
2006,Interstate,50579,,
1999,Interstate,37957.33333,,
2008.666667,Interstate,65663,,
2007.333333,Interstate,34464.66667,,
2012.333333,Interstate,57131.33333,,
2009.333333,Interstate,54222,,
1998,Interstate,30498.33333,,
2003,Interstate,56888.33333,,
2009.666667,Interstate,72685.33333,,
2008.666667,Interstate,108970,,
2008.666667,Interstate,126710,,
2011.333333,Interstate,49295.66667,,
2011.333333,Interstate,45029,,
2007.666667,Interstate,75970.66667,,
2006,Interstate,61925.33333,,
2011.333333,Interstate,72748.33333,,
2008.333333,Interstate,45956.33333,,
2011.333333,Interstate,33351,,
2014.666667,Interstate,61319.66667,,
2009,Interstate,40968.33333,,
2006.333333,Interstate,28403,,
2014.333333,Interstate,84913,,
1999.666667,Interstate,31741.33333,,
2018,Interstate,136541.6667,,
2016.666667,Interstate,82939.66667,,
2013.333333,Interstate,98652.33333,,
2007,Interstate,89947,,
2009.666667,Interstate,112011,,
2002,Interstate,73165.33333,,
2005,Interstate,55722.66667,,
2006.333333,Interstate,54329.33333,,
2007.666667,Interstate,70229.33333,,
2005,Interstate,337605.3333,,
2008.666667,Interstate,32625.33333,,
2007.333333,Interstate,24511.33333,,
1999.666667,Interstate,31741.33333,,
2010.333333,Interstate,62472,,
2003.666667,Interstate,59242.33333,,
2000.333333,Interstate,28559.33333,,
2007.333333,Interstate,23571.33333,,
2010.666667,Interstate,66125.66667,,
2000.666667,Interstate,102414.3333,,
1993.666667,Interstate,43986.33333,,
2001.333333,Interstate,273013.3333,,
1993,Interstate,57858,,
2006.666667,Interstate,49090,,
2010.666667,Interstate,27817,,
2008,Interstate,46313,,
2000.666667,Interstate,25578.66667,,
2010.666667,Interstate,73080.33333,,
1995.666667,Interstate,37594.66667,,
2011.666667,Interstate,54016.66667,,
2002,Interstate,30606.33333,,
2016.333333,Interstate,121094.6667,,
2007.666667,Interstate,41460.66667,,
2004.666667,Interstate,17420.33333,,
2002.333333,Interstate,94885.33333,,
2003,Interstate,66615.33333,,
2003.666667,Interstate,60473.66667,,
2013,Interstate,52303.66667,,
2013.333333,Interstate,56843.33333,,
2005.333333,Interstate,48128.66667,,
2018.333333,Interstate,75892,,
2000.333333,Interstate,277833,,
2000,Interstate,45320.66667,,
2015,Interstate,60474,,
2008,Interstate,57554.33333,,
2005.333333,Interstate,27592.33333,,
2010,Interstate,31382,,
2010,Interstate,69897.66667,,
1994.333333,Interstate,39408.33333,,
1998.666667,Interstate,32060.33333,,
2002.333333,Interstate,53763.66667,,
2009.333333,Interstate,33227,,
2004.666667,Interstate,19570.66667,,
2011.666667,Interstate,295351.6667,,
2011.666667,Interstate,51149.33333,,
2003.333333,Interstate,18962.33333,,
2010,Interstate,61538.33333,,
2002,Interstate,307087.6667,,
1997.333333,Interstate,75660.33333,,
2014,Interstate,98074.66667,,
2015.666667,Interstate,83457.66667,,
2005,Interstate,50691.33333,,
2016,Interstate,97142,,
2013.333333,Interstate,66430,,
2002.666667,Interstate,53847.33333,,
2007,Interstate,92978,,
2010,Interstate,70726.33333,,
1999.333333,Interstate,29218.66667,,
1994.666667,Interstate,43667.33333,,
2017.666667,Interstate,141395.3333,,
1996.333333,Interstate,45447.66667,,
2015.333333,Interstate,107936.6667,,
2012.666667,Interstate,46783,,
2005,Interstate,48869.33333,,
2000.333333,Interstate,35066.66667,,
2000,Intrastate,65589.66667,,
2002.666667,Interstate,66892.33333,,
2003.666667,Interstate,44961,,
2004.666667,Interstate,29549.66667,,
2009.333333,Interstate,42007.66667,,
2008.333333,Interstate,51515,,
2007,Interstate,58047.33333,,
2014.666667,Interstate,78369,,
2007.666667,Interstate,67174.33333,,
2007,Interstate,32585.33333,,
2004.666667,Interstate,40716.33333,,
2013.666667,Interstate,52422,,
2009,Interstate,60937.66667,,
2003,Interstate,57097.66667,,
2010.333333,Interstate,69052,,
2008,Interstate,62408.33333,,
2018.666667,Interstate,125425.3333,,
2003.666667,Interstate,23904.66667,,
2011,Interstate,37540.33333,,
2016.333333,Interstate,85436,,
1992,Intrastate,48918.33333,,
2011.666667,Interstate,61131.66667,,
2003,Interstate,60536.33333,,
2007.666667,Interstate,84448.33333,,
2008,Interstate,92659,,
2013.333333,Interstate,53480.66667,,
2000,Interstate,63982.33333,,
2008,Interstate,66328.66667,,
1998,Interstate,46495.66667,,
1994.666667,Interstate,288544.6667,,
2011.333333,Interstate,45029,,
2003,Interstate,53273.66667,,
2014,Interstate,61680,,
2007,Interstate,51140.33333,,
1998.666667,Interstate,284394,,
1995,Interstate,40863.33333,,
1994.666667,Intrastate,48810.66667,,
2008.666667,Interstate,74058.66667,,
2002.333333,Interstate,290344,,
2013,Interstate,68197.66667,,
1997.333333,Interstate,40688,,
2002,Interstate,61750,,
2002,Interstate,92801,,
2003,Interstate,42878.66667,,
2009,Interstate,50674,,
1997.333333,Interstate,38346,,
1999.333333,Interstate,48421.66667,,
2004,Interstate,20085.33333,,
2003.333333,Interstate,299874.6667,,
1994.333333,Interstate,49519.66667,,
2012.666667,Interstate,57602.66667,,
2006.666667,Interstate,40570,,
2007.333333,Interstate,109183,,
2011,Interstate,74473.33333,,
2003,Interstate,51128,,
2007,Interstate,58923.33333,,
2012.333333,Interstate,98051.66667,,
2004.333333,Interstate,47285.66667,,
2005.333333,Interstate,44369.33333,,
1998.333333,Interstate,35746,,
1998,Interstate,42733.66667,,
2016.666667,Interstate,139893,,
2011.333333,Interstate,52696,,
2002,Interstate,58606.66667,,
2008.666667,Interstate,37461.33333,,
1999,Interstate,39464,,
2003.333333,Interstate,338630,,
2004.333333,Interstate,27270,,
2011.333333,Interstate,42312.33333,,
2003.333333,Interstate,45605.33333,,
2001.666667,Interstate,20313,,
2008.333333,Interstate,68179.33333,,
2014.666667,Interstate,102943.6667,,
2001.333333,Interstate,38226.33333,,
2007.666667,Interstate,283687.6667,,
2004.333333,Interstate,52537.66667,,
2000.666667,Interstate,33115.66667,,
2017.666667,Interstate,80198,,
2007,Interstate,24680,,
1995.666667,Interstate,34660.33333,,
2005,Interstate,93080,,
1995.666667,Interstate,47745.33333,,
2015.333333,Interstate,51962.33333,,
2001,Interstate,32266,,
2003,Interstate,57345.33333,,
1998.333333,Interstate,282902.6667,,
2012.333333,Interstate,84461.33333,,
2013.666667,Interstate,48348.33333,,
2013.666667,Interstate,92628,,
2000,Interstate,37839.33333,,
2002.333333,Interstate,102515,,
2001,Interstate,61146,,
2003.333333,Interstate,91486.66667,,
1997,Interstate,44747.66667,,
2008,Interstate,29642,,
1991,Interstate,49237.33333,,
2004.666667,Interstate,44790,,
2003.666667,Interstate,297732,,
1999.666667,Interstate,35960.66667,,
2002.666667,Interstate,57989.66667,,
2003,Interstate,61428,,
2003.666667,Interstate,25815,,
2004.666667,Interstate,91759.33333,,
1998,Interstate,30498.33333,,
2000.333333,Interstate,28075,,
2009.333333,Interstate,77171,,
1999.666667,Interstate,66331.33333,,
2003.666667,Interstate,36350.33333,,
1995.666667,Interstate,40659,,
2016.333333,Interstate,98811,,
1999.666667,Interstate,35545.33333,,
2001.666667,Interstate,274306,,
1996,Interstate,44116.66667,,
2009.666667,Interstate,65617,,
2010.333333,Interstate,105443.3333,,
2010.666667,Interstate,42417,,
2002.333333,Interstate,64241.33333,,
2010.666667,Interstate,47840.66667,,
1995.333333,Interstate,42841.33333,,
2007,Interstate,74979.33333,,
2003.333333,Interstate,296053,,
1995.333333,Interstate,40827.66667,,
2002,Interstate,17688.66667,,
2010,Interstate,71831.33333,,
2014.333333,Interstate,86241,,
1997.666667,Interstate,40794.66667,,
1997,Interstate,40042.33333,,
1999,Interstate,31783,,
2006.333333,Interstate,44664,,
2001,Interstate,301619,,
1989.666667,Interstate,52360.33333,,
1995.666667,Interstate,47745.33333,,
2019.666667,Interstate,108929,,
2006.666667,Interstate,43052.33333,,
2008,Interstate,56243,,
2002,Interstate,22081,,
2013.333333,Interstate,57900.66667,,
1992,Interstate,49234.33333,,
1997.333333,Interstate,42565,,
2011.333333,Interstate,52696,,
2006.666667,Interstate,63840,,
2005,Interstate,284251.6667,,
2009.333333,Interstate,103290.6667,,
2002.333333,Interstate,38060,,
2005.333333,Interstate,48631.66667,,
2002,Interstate,60827,,
2011.666667,Interstate,295351.6667,,
2003,Interstate,53343,,
2007.333333,Interstate,47694.66667,,
2009.333333,Interstate,47709.66667,,
2001.666667,Interstate,56279,,
2015,Interstate,77524.66667,,
2013.333333,Interstate,101409.3333,,
2006.666667,Interstate,51512,,
1999.666667,Interstate,31600.33333,,
2007.666667,Interstate,37479,,
2000,Interstate,26536,,
2000,Interstate,37523.33333,,
2002.333333,Interstate,28339.66667,,
2005,Interstate,47312.66667,,
2006,Interstate,55329.33333,,
2005.666667,Interstate,24968,,
2002.666667,Interstate,51544.66667,,
2012,Interstate,32990.66667,,
2011.333333,Interstate,38861,,
2016,Interstate,139618,,
2000,Interstate,60335.33333,,
2016,Interstate,85464,,
2002,Interstate,46919.66667,,
2002.333333,Interstate,32859.33333,,
2020.666667,Interstate,157215,,
2004.333333,Interstate,60426.66667,,
2009,Interstate,88968.66667,,
2012,Interstate,91273,,
2005.666667,Interstate,56977.33333,,
2002.666667,Interstate,61249.66667,,
2008.333333,Interstate,43834.66667,,
2000.333333,Interstate,32812.66667,,
2012.333333,Interstate,91231.33333,,
2015,Interstate,112790.3333,,
2008.333333,Interstate,43737.66667,,
2005,Interstate,41723.66667,,
2010.333333,Interstate,315752.3333,,
2011.333333,Interstate,84603.66667,,
2006.333333,Interstate,326570.6667,,
2006,Interstate,80975.66667,,
1998,Interstate,66227.66667,,
1997.666667,Interstate,37250,,
2008.333333,Interstate,82812.33333,,
1998.333333,Interstate,45696.33333,,
2000,Interstate,25998.66667,,
2016.666667,Interstate,82939.66667,,
1999.666667,Interstate,29516.66667,,
1997.666667,Intrastate,36368.66667,,
2002.333333,Interstate,39887.33333,,
2009.333333,Interstate,84983.33333,,
2014.666667,Interstate,97033.66667,,
2006,Interstate,70688.66667,,
2012,Interstate,103484.6667,,
2010.333333,Interstate,90914.66667,,
2006.333333,Interstate,61323,,
2005,Interstate,34114.33333,,
2003.333333,Interstate,296053,,
1994,Interstate,60931.66667,,
2005.666667,Interstate,19782.33333,,
2012.333333,Interstate,62574.66667,,
2001.666667,Interstate,64864,,
2000.333333,Interstate,40967,,
2012.666667,Interstate,40755,,
2005,Interstate,87679.66667,,
2008.333333,Interstate,73653.66667,,
2017.333333,Interstate,41641,,
2001,Interstate,310744.6667,,
1997,Interstate,36722.33333,,
2006.333333,Interstate,34647.66667,,
2016,Interstate,73326.33333,,
2010.666667,Interstate,30367.66667,,
1994.666667,Interstate,40899,,
2000.666667,Interstate,19603.33333,,
2006.666667,Interstate,20148.33333,,
2000.666667,Interstate,42506,,
1999.666667,Interstate,60790,,
2010,Interstate,70840.33333,,
2006.666667,Interstate,97628.66667,,
2014.333333,Interstate,102376.3333,,
2007.666667,Interstate,47673.66667,,
1994.333333,Interstate,58127.66667,,
2011.333333,Interstate,49338,,
2006.333333,Interstate,41245,,
2008,Interstate,26431,,
2005,Interstate,91275.33333,,
2006.333333,Interstate,38777.33333,,
2014.333333,Interstate,42200.33333,,
2006.333333,Interstate,47557.66667,,
2002,Interstate,62739,,
2007.666667,Interstate,32165.33333,,
2006.666667,Interstate,26098,,
2007,Interstate,48708,,
2008.666667,Interstate,316768.3333,,
2003.666667,Interstate,46303,,
2008.666667,Interstate,63088.66667,,
2007.666667,Interstate,36535.66667,,
2004.666667,Interstate,34758.66667,,
2005.333333,Interstate,59686.66667,,
2010.666667,Interstate,69011.66667,,
2013.333333,Interstate,76423,,
1990.333333,Interstate,50404.66667,,
2012,Interstate,55220,,
1999.333333,Interstate,26956,,
1998,Interstate,26143.66667,,
2015.333333,Interstate,47964.66667,,
2005.666667,Interstate,47362.66667,,
2012,Interstate,79774.33333,,
2011,Interstate,67854.66667,,
2001.333333,Interstate,55301.66667,,
1996.333333,Interstate,32704.66667,,
2010,Interstate,55875.66667,,
2009.666667,Interstate,65617,,
2002.333333,Interstate,25358.33333,,
2005.333333,Interstate,89218.66667,,
1993.666667,Intrastate,49240.66667,,
2010.333333,Interstate,74622.66667,,
2006.666667,Interstate,23551.66667,,
2006,Interstate,75437.66667,,
2008,Interstate,34854.66667,,
2009.333333,Interstate,68113.33333,,
2003.333333,Interstate,54195,,
2002.666667,Interstate,65973.33333,,
2009.333333,Interstate,40444.66667,,
1997.333333,Interstate,40117,,
2000,Interstate,29660.66667,,
2009.666667,Interstate,41108,,
2011.666667,Interstate,48651.33333,,
2014,Interstate,79644.66667,,
1998.666667,Interstate,51606.33333,,
2002.666667,Interstate,51544.66667,,
2004,Interstate,25883.33333,,
2010.666667,Interstate,69765,,
2020,Interstate,108083.3333,,
2009.666667,Interstate,40535,,
2010,Interstate,61566,,
2003,Interstate,87407.33333,,
2015.666667,Interstate,55137.33333,,
2006.333333,Interstate,293388.6667,,
