Avg Year,Type,Avg Deaths,,0
2011.666667,Interstate,121901.6667,,
2005,Interstate,38903.66667,,
2015,Interstate,111841,,
2001,Interstate,70088.66667,,
2005,Interstate,20739.66667,,
2002,Interstate,38803.66667,,
2002.333333,Interstate,35261.66667,,
1997.333333,Interstate,50111.66667,,
2011,Interstate,74619.33333,,
2001.666667,Interstate,274306,,
2008,Interstate,41551,,
2007.333333,Interstate,42786.66667,,
2005.666667,Interstate,304183.3333,,
1995.666667,Interstate,43237.33333,,
1995.666667,Interstate,36139.33333,,
2003.666667,Interstate,27025.33333,,
2000.666667,Interstate,299982.3333,,
2009.333333,Interstate,54222,,
2001.333333,Interstate,37165.33333,,
2010.333333,Interstate,51364.33333,,
2000.666667,Interstate,26956.33333,,
2006.666667,Interstate,91434.33333,,
2000.333333,Interstate,24249.66667,,
2002.666667,Interstate,52238,,
2005,Interstate,86837.66667,,
2003.666667,Interstate,36350.33333,,
2002,Interstate,27959,,
1998.333333,Interstate,47195.33333,,
2004.666667,Interstate,334587,,
1998.333333,Interstate,42372.33333,,
1994.333333,Interstate,49660.33333,,
2002,Interstate,40600.33333,,
2007,Interstate,43083,,
2003.666667,Interstate,35242.66667,,
2012.333333,Interstate,36800.66667,,
2010.333333,Interstate,42461,,
1993.666667,Interstate,43986.33333,,
2007.333333,Interstate,58690.33333,,
2003.666667,Interstate,288499.3333,,
2001,Interstate,34147,,
2005,Interstate,295984,,
2014.333333,Interstate,103112.3333,,
2011.666667,Interstate,75644.33333,,
2010.666667,Interstate,75830.66667,,
2007.666667,Interstate,55543.33333,,
2016.666667,Interstate,93957.33333,,
2011.666667,Interstate,96126.66667,,
2001.666667,Interstate,44511,,
2017,Interstate,137747.6667,,
2013.666667,Interstate,48348.33333,,
2004,Interstate,40849,,
2000,Interstate,50795.66667,,
2012,Interstate,112542.3333,,
2004,Interstate,55341.66667,,
2010.333333,Interstate,31213.33333,,
2001.333333,Interstate,33001.66667,,
2011.333333,Interstate,102965.6667,,
1998.333333,Interstate,31143.66667,,
2011,Interstate,64256.33333,,
2005,Interstate,46492,,
2001.333333,Interstate,81782.66667,,
2007,Interstate,52631.66667,,
2003.666667,Interstate,31153.33333,,
1999.666667,Interstate,77254,,
2008.666667,Interstate,79934,,
2004,Interstate,28564.33333,,
2008,Interstate,36559.33333,,
1996.666667,Interstate,44048,,
1999.666667,Interstate,24602.66667,,
2019.666667,Interstate,71407.33333,,
2002,Interstate,276436.3333,,
1993.333333,Interstate,51933.66667,,
2014,Interstate,70925.66667,,
2008.333333,Interstate,53650,,
2011,Interstate,33133,,
2005,Interstate,41723.66667,,
2009,Interstate,86530.33333,,
2011.333333,Interstate,110207.6667,,
2003,Interstate,61741,,
2012.666667,Interstate,93872,,
2008.333333,Interstate,76017.66667,,
2004,Interstate,100351,,
1996.333333,Interstate,34825.33333,,
1999.666667,Interstate,24997,,
2007.333333,Interstate,43366,,
2003.666667,Interstate,51919,,
2007.666667,Interstate,44270.33333,,
2011,Interstate,86760.66667,,
1998,Interstate,36390.33333,,
2015.666667,Interstate,85856,,
2004,Interstate,46732,,
2006.666667,Interstate,53305,,
2001.333333,Interstate,94756.66667,,
2013,Interstate,66857,,
2016.666667,Interstate,76508.66667,,
2011.666667,Interstate,54016.66667,,
1993.666667,Intrastate,49240.66667,,
1998.666667,Interstate,46966.66667,,
2016.666667,Interstate,59337,,
2016,Interstate,124861.3333,,
2002.666667,Interstate,18936,,
2003.666667,Interstate,59065.66667,,
2009,Interstate,52623,,
2006.666667,Interstate,30800.33333,,
2006.666667,Interstate,46712,,
2012.666667,Interstate,35297,,
2010,Interstate,43374.33333,,
2005.333333,Interstate,23088.33333,,
2004.333333,Interstate,17836.33333,,
2008.666667,Interstate,31775.66667,,
2003.333333,Interstate,28173,,
2001.333333,Interstate,105859,,
2003.666667,Interstate,52175.66667,,
1997.333333,Interstate,35388.33333,,
2007.333333,Interstate,59291.33333,,
2000.333333,Interstate,57711,,
2009.666667,Interstate,36737.66667,,
2003.666667,Interstate,29252.66667,,
2006.333333,Interstate,38777.33333,,
2008,Interstate,80871.33333,,
2012,Interstate,103484.6667,,
2000.666667,Interstate,295390.6667,,
2006.333333,Interstate,58480.66667,,
2010.333333,Interstate,44913.33333,,
2012.333333,Interstate,70724.33333,,
2002.666667,Interstate,33089.66667,,
2006,Interstate,290236.6667,,
2000.333333,Interstate,100777.6667,,
2007.666667,Interstate,44905,,
2014.333333,Interstate,102376.3333,,
2004.666667,Interstate,279779,,
2003,Interstate,29400.33333,,
2000.666667,Interstate,36857.66667,,
2003.333333,Interstate,28173,,
2005.666667,Interstate,52451,,
2000.666667,Interstate,36857.66667,,
1998,Interstate,33768,,
2003.333333,Interstate,52987.66667,,
2003.666667,Interstate,49960.66667,,
2007,Interstate,66279.66667,,
2000.333333,Interstate,56009.33333,,
2000.333333,Interstate,28521.33333,,
2004.333333,Interstate,29718.33333,,
2011.666667,Interstate,46841.66667,,
2011,Interstate,41612.66667,,
1999,Interstate,27162.66667,,
2006.666667,Interstate,42845,,
2017,Interstate,71792.66667,,
2010.666667,Interstate,48166.33333,,
1999,Interstate,44403,,
1998.666667,Interstate,42663.66667,,
2012,Interstate,37771.66667,,
2017,Interstate,88919.66667,,
2009.666667,Interstate,37083.66667,,
2012.333333,Interstate,88648.66667,,
1999.333333,Interstate,32453.66667,,
2005.333333,Interstate,40477.33333,,
2000.333333,Interstate,28521.33333,,
2008.666667,Interstate,66040,,
2012.333333,Interstate,70724.33333,,
1997.333333,Interstate,50111.66667,,
2013.333333,Interstate,32770.33333,,
2001,Interstate,32349.66667,,
2004.666667,Interstate,73811.66667,,
2004.666667,Interstate,46345.66667,,
1999.666667,Interstate,38296.66667,,
1997,Interstate,44434.66667,,
2005,Interstate,40073,,
2012,Interstate,91273,,
2006.333333,Interstate,326570.6667,,
2005.333333,Interstate,291030.3333,,
1997.333333,Interstate,39328.66667,,
1999.666667,Interstate,36202.66667,,
2007.333333,Interstate,44730,,
1995.333333,Interstate,45999,,
2000.666667,Interstate,55365,,
2002,Interstate,270348.3333,,
2003.666667,Interstate,52175.66667,,
2004.333333,Interstate,55783.33333,,
2009.333333,Interstate,42493.66667,,
2009,Interstate,59562,,
2002,Interstate,51156.66667,,
2011,Interstate,55924.66667,,
1998.333333,Interstate,32135,,
2004.666667,Interstate,298677.3333,,
2006,Interstate,47674.33333,,
2002.333333,Interstate,63803,,
2005,Interstate,61816.33333,,
2011.666667,Interstate,58517.33333,,
2000.666667,Interstate,31920.66667,,
1999.666667,Interstate,37147.66667,,
2016,Interstate,90289.66667,,
1999.333333,Interstate,69769.33333,,
1997.333333,Interstate,41278.66667,,
2003,Interstate,87407.33333,,
2004.333333,Interstate,45646,,
2001.333333,Interstate,310467.6667,,
2011.333333,Interstate,77771.33333,,
2002.666667,Interstate,60106,,
1999.333333,Interstate,279986.3333,,
2006.666667,Interstate,302977.3333,,
2002.666667,Interstate,42989,,
2011,Interstate,60097,,
2009,Interstate,83140.66667,,
2005.666667,Interstate,39791.66667,,
2006.666667,Interstate,35422,,
2012.666667,Interstate,81445.33333,,
2016.333333,Interstate,85436,,
2008,Interstate,74657.33333,,
1999.333333,Interstate,28911,,
2012,Interstate,64128,,
2016,Interstate,87702.66667,,
2000.666667,Interstate,65832.66667,,
2016.333333,Interstate,100036,,
2012.333333,Interstate,67814.33333,,
2007.666667,Interstate,37463,,
2000,Interstate,57874.33333,,
2012.333333,Interstate,106503,,
2011.666667,Interstate,117297.6667,,
2006,Interstate,55329.33333,,
2006.666667,Interstate,57347.66667,,
2011.666667,Interstate,52546.66667,,
2008,Interstate,65513.33333,,
2004,Interstate,56857,,
1998,Interstate,46000,,
1993.333333,Interstate,55054,,
2013,Interstate,92083.66667,,
2001,Interstate,288170.6667,,
1994,Interstate,44155.66667,,
2012.333333,Interstate,88809.33333,,
2001,Interstate,63208.33333,,
1998.666667,Interstate,29659,,
2004.666667,Interstate,40087,,
2004.666667,Interstate,25463.33333,,
2006.333333,Interstate,99774,,
2002.666667,Interstate,56782,,
2004,Interstate,88324.33333,,
2004.666667,Interstate,32658,,
2007.666667,Interstate,36535.66667,,
2005.666667,Interstate,42613.66667,,
2010,Interstate,69897.66667,,
2009.666667,Interstate,40040.66667,,
2005.333333,Interstate,27592.33333,,
2012.333333,Interstate,60501.66667,,
2014,Interstate,90880,,
2008,Interstate,72956,,
2010.666667,Interstate,69958,,
2009.333333,Interstate,69622.66667,,
2007,Interstate,47270.66667,,
2000,Interstate,73349.66667,,
2008.333333,Interstate,79552.33333,,
1999.333333,Interstate,39479,,
1999.333333,Interstate,307195.3333,,
1996.666667,Interstate,292870.6667,,
2000.333333,Interstate,51495.33333,,
2010,Interstate,41140.33333,,
1995.333333,Interstate,45766.66667,,
2004,Interstate,40392,,
2000.666667,Interstate,56746.66667,,
2008.333333,Interstate,53049,,
1999.666667,Interstate,55684,,
2017,Interstate,71792.66667,,
2004.333333,Interstate,17142.66667,,
2003.333333,Interstate,16561,,
2003.333333,Interstate,95816.33333,,
2003,Interstate,61431,,
2005.666667,Interstate,39585.33333,,
2001,Interstate,35638.33333,,
2009.333333,Interstate,82232,,
1995.333333,Interstate,45104.33333,,
2012.666667,Interstate,110167.3333,,
2001.666667,Interstate,62786.33333,,
2006.666667,Interstate,51512,,
2002,Interstate,55504.66667,,
2018,Interstate,66608.66667,,
2000,Interstate,31055.66667,,
2005,Interstate,46566.66667,,
2000.666667,Interstate,30905.33333,,
2002,Interstate,40005.66667,,
2013.333333,Interstate,74110.33333,,
2006,Interstate,22131,,
2011.666667,Interstate,48450,,
1998,Interstate,40336.33333,,
2017.333333,Interstate,93299.33333,,
2001,Interstate,39380.33333,,
1998.666667,Interstate,41074.33333,,
2004.666667,Interstate,43117.66667,,
2005.333333,Interstate,48944.66667,,
2007.666667,Interstate,41243.33333,,
1998.333333,Interstate,32700.33333,,
2008,Interstate,86763.33333,,
2010.666667,Interstate,62056,,
2004.666667,Interstate,288840,,
2004,Interstate,46732,,
2003,Interstate,29161,,
1999.666667,Interstate,29688.66667,,
2007.333333,Interstate,48089.66667,,
2005,Interstate,91275.33333,,
2011.333333,Interstate,101274.6667,,
2001.666667,Intrastate,47355.66667,,
2012.666667,Interstate,104360.3333,,
2003,Interstate,51128,,
2007.333333,Interstate,78725.33333,,
2009.666667,Interstate,70542,,
1991,Interstate,60339.66667,,
2012.333333,Interstate,55754.33333,,
1999.333333,Interstate,48421.66667,,
2009.666667,Interstate,67964.33333,,
2000,Interstate,28937.33333,,
2011,Interstate,105844,,
2002.333333,Interstate,290344,,
1994.333333,Interstate,39681.66667,,
2006.666667,Interstate,323086.6667,,
1996.333333,Interstate,59187.33333,,
2014,Interstate,106879,,
2012.333333,Interstate,36800.66667,,
2012,Interstate,89494.33333,,
2006,Interstate,54375.33333,,
1999.666667,Interstate,37428.33333,,
2002,Interstate,21000,,
2015.333333,Interstate,67252.66667,,
2012,Interstate,79774.33333,,
2015,Interstate,96865,,
2010.666667,Interstate,79473,,
2006.666667,Interstate,59200.33333,,
2005.333333,Interstate,50500,,
2000.666667,Intrastate,59981.66667,,
2005.666667,Interstate,60649,,
2006.666667,Interstate,42406.66667,,
2017.666667,Interstate,141395.3333,,
2012.666667,Interstate,63446.66667,,
2008.666667,Interstate,80451.33333,,
1997.666667,Interstate,83146.33333,,
2004,Interstate,291022,,
2009,Interstate,74338.66667,,
2006.666667,Interstate,41012,,
2002,Interstate,273890,,
2002.666667,Interstate,315273.3333,,
2011.666667,Interstate,31216.33333,,
2006.333333,Interstate,51714.33333,,
2002.666667,Interstate,31940.66667,,
1996.666667,Interstate,45079,,
2012,Interstate,100202.6667,,
2012,Interstate,95039.33333,,
1997.333333,Interstate,282448,,
2001,Interstate,36982.33333,,
1994.333333,Interstate,47174,,
2001,Intrastate,51005.33333,,
2006.666667,Interstate,82855.33333,,
2007.666667,Interstate,47252.66667,,
1998.333333,Interstate,40332.33333,,
2015,Interstate,48805,,
2013,Interstate,57201,,
2008.666667,Interstate,28944.66667,,
2002.666667,Interstate,63597,,
2004.333333,Interstate,59308.66667,,
2016.666667,Interstate,79966.66667,,
2002,Interstate,54267.33333,,
1998,Interstate,72892.33333,,
2004.666667,Interstate,28590.66667,,
2002.333333,Interstate,41174.66667,,
2008.333333,Interstate,324644.3333,,
1998.666667,Interstate,36941.33333,,
2000,Interstate,50174.66667,,
2007.333333,Interstate,41569,,
2001.666667,Interstate,41244.66667,,
2010.333333,Interstate,66936,,
2007,Interstate,68349.66667,,
2018.333333,Interstate,114776.3333,,
2009.666667,Interstate,41783,,
2009.333333,Interstate,78357.33333,,
1997.333333,Interstate,52920.66667,,
2011.333333,Interstate,45029,,
2003.666667,Interstate,67111,,
2009.333333,Interstate,322701.3333,,
2000.333333,Interstate,100777.6667,,
2000.333333,Interstate,28768.66667,,
2012,Interstate,65113.66667,,
2003.666667,Interstate,49960.66667,,
2011,Interstate,76080.66667,,
2006,Interstate,43096.66667,,
2008.666667,Interstate,106060,,
2005.333333,Interstate,43699.66667,,
2001.666667,Interstate,30670.33333,,
2015,Interstate,79876,,
2003,Interstate,29400.33333,,
2005.333333,Interstate,44159.33333,,
2004,Interstate,26599.33333,,
2008,Interstate,37700.33333,,
2000.333333,Interstate,68636.66667,,
2006.666667,Interstate,38749.33333,,
2012.333333,Interstate,69148.33333,,
2005.333333,Interstate,20323.66667,,
2014.333333,Interstate,109208.6667,,
2007,Interstate,16450,,
2009,Interstate,40460.66667,,
2008.666667,Interstate,32023,,
2012.666667,Interstate,81445.33333,,
2008,Interstate,86763.33333,,
2010.666667,Interstate,34623.66667,,
2010.666667,Interstate,311848,,
2014.333333,Interstate,102376.3333,,
1996,Interstate,43833.66667,,
2006.666667,Interstate,52131.66667,,
2011,Interstate,79916.66667,,
2005.666667,Interstate,36996,,
2010.333333,Interstate,30313.33333,,
2010.666667,Interstate,45497,,
2006.333333,Interstate,288114,,
2011.666667,Interstate,68844,,
2000,Interstate,71223,,
2005,Interstate,55722.66667,,
2001.333333,Interstate,344522.3333,,
2006.333333,Interstate,326570.6667,,
2003.666667,Interstate,57816.66667,,
2016.666667,Interstate,59337,,
2014,Interstate,52158,,
2009.666667,Interstate,66254.33333,,
2013,Interstate,61893.66667,,
2005.666667,Interstate,58878,,
2009,Interstate,36365.33333,,
2011.666667,Interstate,31670,,
2012.666667,Interstate,63279.66667,,
2016,Interstate,43977.66667,,
2003.333333,Interstate,28153,,
2013,Interstate,46336.66667,,
2004,Interstate,74597,,
2001.666667,Interstate,29823,,
2008,Interstate,63029.33333,,
2000.666667,Interstate,66009.33333,,
2007.333333,Interstate,46553,,
2007.666667,Interstate,37210.66667,,
2006.333333,Interstate,46930.66667,,
1997.666667,Interstate,39857.66667,,
2009.333333,Interstate,77210.33333,,
2003.333333,Interstate,29565.66667,,
2008.666667,Interstate,24968,,
2010.666667,Interstate,39902,,
2000.333333,Intrastate,62785.66667,,
1998.333333,Interstate,30223,,
2012.666667,Interstate,35328,,
2007.333333,Interstate,80161.33333,,
2011.666667,Interstate,338954.3333,,
2001,Interstate,30145.33333,,
1996.666667,Interstate,59887,,
2001.333333,Interstate,39761,,
2014,Interstate,52158,,
2009.666667,Interstate,60466.66667,,
2008.333333,Interstate,29253,,
2008.666667,Interstate,308619,,
2005,Interstate,301200,,
2015.333333,Interstate,110779,,
2004,Interstate,28078.66667,,
2002.333333,Interstate,49233,,
2003.666667,Interstate,58971.66667,,
2014,Interstate,81553.66667,,
2010.666667,Interstate,40292,,
2013,Interstate,60528,,
2008,Interstate,43556,,
2001.333333,Interstate,43732.33333,,
2000,Intrastate,67501.66667,,
2020.333333,Interstate,146428.3333,,
2010.666667,Interstate,109895,,
2009,Interstate,72247,,
2000,Interstate,31325.33333,,
2008,Interstate,73381.33333,,
2001,Interstate,48523,,
2004.666667,Interstate,32002,,
1999,Interstate,36712.66667,,
2009.333333,Interstate,82232,,
2003.333333,Interstate,26644.66667,,
2009.333333,Interstate,69269,,
2004.666667,Interstate,17957.66667,,
2001.666667,Interstate,65543,,
2010.666667,Interstate,47955.66667,,
2007,Interstate,86512.66667,,
2011.666667,Interstate,31670,,
1998.666667,Interstate,38764.33333,,
1994.666667,Interstate,303039.6667,,
2008.333333,Interstate,68578.66667,,
2001.333333,Interstate,64010,,
2013.666667,Interstate,141215.3333,,
2003.666667,Interstate,336005.6667,,
2014,Interstate,65306.66667,,
2010,Interstate,108797.6667,,
1998,Interstate,28621,,
2010,Interstate,83687,,
2007,Interstate,34441,,
2004,Interstate,56857,,
2014.666667,Interstate,93253.33333,,
2006,Interstate,42851.33333,,
2009,Interstate,74338.66667,,
2015,Interstate,90846,,
2010,Interstate,77119,,
2011.666667,Interstate,104129,,
2009,Interstate,42855.33333,,
2000,Interstate,39540.66667,,
1994.666667,Interstate,285382,,
2000.666667,Interstate,32168.33333,,
1995.666667,Interstate,45859.66667,,
2003.666667,Interstate,60916.66667,,
2008.666667,Interstate,85830.66667,,
1994.333333,Interstate,42858,,
2013.666667,Interstate,52199,,
2010.333333,Interstate,33123.33333,,
1997,Interstate,36545.66667,,
2008.666667,Interstate,47009.66667,,
2012.666667,Interstate,107202.6667,,
2002,Interstate,64518.33333,,
2012,Interstate,100202.6667,,
2002.333333,Interstate,55008.66667,,
2012.333333,Interstate,48711.66667,,
2011.333333,Interstate,69757.33333,,
2014.333333,Interstate,88921,,
2001.666667,Interstate,39965.66667,,
2009,Interstate,42108.33333,,
2010,Interstate,72850.66667,,
2009.666667,Interstate,36308,,
2003.333333,Interstate,52381.66667,,
2010.333333,Interstate,60585,,
2007,Interstate,47348.66667,,
2005.333333,Interstate,48371.66667,,
2008.666667,Interstate,87314.33333,,
2007.333333,Interstate,52671.66667,,
2009.666667,Interstate,40040.66667,,
2005.333333,Interstate,17000.33333,,
2009,Interstate,72164.33333,,
2008,Interstate,38182.66667,,
2000,Interstate,35417,,
2013,Interstate,61893.66667,,
2005.666667,Interstate,289071.3333,,
2012.666667,Interstate,93872,,
2002,Interstate,22707.66667,,
2015.666667,Interstate,93958.33333,,
2009,Interstate,37444,,
2003.333333,Interstate,306653,,
2004,Interstate,32888.33333,,
2006,Interstate,44152.66667,,
2004.666667,Interstate,26174,,
2007.666667,Interstate,84677.33333,,
2020.666667,Interstate,145582.6667,,
2000.333333,Interstate,32776,,
2004,Interstate,56857,,
2015,Interstate,83955.66667,,
2009.666667,Interstate,39800.33333,,
2010.666667,Interstate,49655.66667,,
2005.666667,Interstate,53235.33333,,
2007,Interstate,325613.3333,,
2005.333333,Interstate,34680.33333,,
2001.333333,Interstate,29126.33333,,
1998,Interstate,276029.3333,,
2001.333333,Interstate,36338,,
1997.666667,Interstate,41853,,
2006.666667,Interstate,67919.33333,,
2013.333333,Interstate,46225,,
2003.666667,Interstate,90948.66667,,
2002.666667,Interstate,54265,,
2005,Interstate,51748.66667,,
2009.333333,Interstate,45749.33333,,
2007.666667,Interstate,37505.33333,,
2014.333333,Interstate,144933.3333,,
2004.333333,Interstate,45646,,
2012.333333,Interstate,48711.66667,,
1997.333333,Interstate,47453,,
2004.333333,Interstate,95497.33333,,
2003.666667,Interstate,56888.33333,,
2005,Interstate,22967,,
1999.333333,Interstate,28205.66667,,
1996.666667,Interstate,49828,,
2006.666667,Interstate,323086.6667,,
1998.666667,Interstate,278511.3333,,
2004.666667,Interstate,56746,,
2000.666667,Interstate,307697.6667,,
2003.333333,Interstate,44117.66667,,
2007.666667,Interstate,115779.3333,,
1999.333333,Interstate,279490.6667,,
2012,Interstate,112581.6667,,
1999.333333,Interstate,35043.66667,,
1995.333333,Interstate,40827.66667,,
2012,Interstate,59090.33333,,
2012,Interstate,66625.66667,,
2009.333333,Interstate,42230.66667,,
1997.666667,Interstate,48415.33333,,
1998.333333,Interstate,289215.3333,,
2009.333333,Interstate,77171,,
2010.333333,Interstate,83045,,
2006,Interstate,22131,,
2009.666667,Interstate,40040.66667,,
2008,Interstate,64160.66667,,
2003.666667,Interstate,53705,,
2004.666667,Interstate,97933.66667,,
2004.666667,Interstate,26625.66667,,
2008.666667,Interstate,49144.66667,,
2009.333333,Interstate,120142.3333,,
2006,Interstate,49081.66667,,
2007,Interstate,58941.33333,,
2008.333333,Interstate,40928.66667,,
2012.666667,Interstate,58005.33333,,
2009.333333,Interstate,29440.66667,,
2006.333333,Interstate,90734.66667,,
2001.333333,Interstate,297473,,
2008.666667,Interstate,59824.66667,,
1992.333333,One-sided violence,537894,,
2011.666667,Interstate,62735.66667,,
2004.333333,Interstate,53233.33333,,
2009.666667,Interstate,301670,,
1996,Interstate,50889,,
1998,Interstate,44996.66667,,
2013.666667,Interstate,91296,,
2005,Interstate,44795.66667,,
2002.333333,Interstate,56818.33333,,
2004.333333,Interstate,38548,,
1994.666667,Interstate,292086,,
2005.666667,Interstate,48048,,
2001.333333,Interstate,23793,,
2002.666667,Interstate,57531.33333,,
2014.666667,Interstate,109862.3333,,
2002,Interstate,45432,,
2003.333333,Interstate,95816.33333,,
1995.333333,Interstate,50913,,
2009.333333,Interstate,29440.66667,,
2004.333333,Interstate,53876,,
2006,Interstate,33327,,
2004.333333,Interstate,42914.66667,,
2011.666667,Interstate,98044,,
2001.333333,Interstate,55579.33333,,
2008,Interstate,31319.66667,,
2008.333333,Interstate,56492.33333,,
2002.666667,Interstate,71587.33333,,
2003.666667,Interstate,51368,,
2012.666667,Interstate,58005.33333,,
2002,Interstate,53111.66667,,
2006.666667,Interstate,41944.66667,,
2020,Interstate,72509,,
1997.666667,Interstate,83146.33333,,
2006,Interstate,34499.66667,,
2007.333333,Interstate,55430.33333,,
2002.666667,Interstate,93442.33333,,
2002.333333,Interstate,33746.33333,,
2004.333333,Interstate,27270,,
1997,Interstate,290304,,
2002,Interstate,25163.33333,,
1995.333333,Interstate,39634,,
2008.666667,Interstate,49091.33333,,
2009,Interstate,83140.66667,,
2005.333333,Interstate,54196.33333,,
2005.333333,Interstate,44151.33333,,
1995,Intrastate,42955,,
2006.666667,Interstate,45106.33333,,
2007.666667,Interstate,117481.3333,,
2006.666667,Interstate,50089,,
2003.333333,Interstate,48349.66667,,
2003,Interstate,30210,,
2008.666667,Interstate,39232.33333,,
2005.666667,Interstate,28913,,
2007.333333,Interstate,325778.6667,,
2013.333333,Interstate,141859.6667,,
2011.666667,Interstate,338954.3333,,
2007.333333,Interstate,35912,,
2006.333333,Interstate,59760.66667,,
2004,Interstate,54349.66667,,
2004.666667,Interstate,30317.33333,,
2007,Interstate,43534.66667,,
2001.333333,Interstate,36212.66667,,
1994.666667,Interstate,40899,,
2005.666667,Interstate,30929.66667,,
2021.666667,Interstate,189860.6667,,
1998.333333,Interstate,40685,,
1994.333333,Interstate,40470,,
2007.666667,Interstate,41570.66667,,
2011.666667,Interstate,29791,,
2008.333333,Interstate,76017.66667,,
2011.666667,Interstate,70228.66667,,
2015.666667,Interstate,38661.66667,,
1997,Interstate,36280.33333,,
2001,Interstate,33899.33333,,
2010.333333,Interstate,295522,,
2004,Interstate,29648,,
1992,Interstate,58177,,
1998.666667,Interstate,65087.33333,,
2006,Interstate,29047.33333,,
2006.666667,Interstate,91434.33333,,
2008.666667,Interstate,38289.66667,,
2000.666667,Interstate,304534.6667,,
2004.666667,Interstate,57119.66667,,
1995,Interstate,44435.66667,,
2000,Interstate,21978.33333,,
1999.333333,Interstate,34410,,
2005,Interstate,35154,,
2004.333333,Interstate,31131,,
2018,Interstate,118543,,
2002.666667,Interstate,48845.33333,,
1996,Interstate,284647,,
2008.666667,Interstate,49091.33333,,
2003.333333,Interstate,299874.6667,,
2011.666667,Interstate,55934.33333,,
2002.666667,Interstate,66892.33333,,
2010,Interstate,44584.66667,,
2014.666667,Interstate,64378.33333,,
2001.333333,Interstate,64937.33333,,
1997,Interstate,46618,,
2013.333333,Interstate,54620,,
2009.666667,Interstate,36308,,
2012.666667,Interstate,95427.33333,,
2008.666667,Interstate,80590.33333,,
1993,Interstate,48915.33333,,
2006.666667,Interstate,46286.33333,,
2002.333333,Interstate,27758,,
2005.666667,Interstate,50170.66667,,
2002.333333,Interstate,56130,,
2005.333333,Interstate,23095,,
2015.666667,Interstate,85632.66667,,
2012.666667,Interstate,55792,,
2002.666667,Interstate,49194.33333,,
2000.333333,Interstate,49690.33333,,
2006.666667,Interstate,15129.33333,,
2005.666667,Interstate,38871,,
2009.666667,Interstate,52446,,
2010,Interstate,42818.66667,,
1995.666667,Interstate,43417,,
2016,Interstate,87702.66667,,
2003,Interstate,38877,,
1999,Interstate,37092.33333,,
1996.333333,Interstate,48196,,
2005.333333,Interstate,53402,,
2011.666667,Interstate,60976,,
2003,Interstate,21168.66667,,
2001.333333,Interstate,69444.33333,,
2002.666667,Interstate,28079.66667,,
2010.333333,Interstate,83045,,
2014.666667,Interstate,95699.66667,,
2011.666667,Interstate,46841.66667,,
1998.333333,Interstate,40332.33333,,
2007,Interstate,37808.33333,,
1999.666667,Interstate,42447.33333,,
2003.333333,Interstate,20059,,
2013,Interstate,101501,,
2008.333333,Interstate,41597,,
2010.333333,Interstate,33553,,
2006.333333,Interstate,83743,,
2006.333333,Interstate,44987.66667,,
2014.666667,Interstate,73097.33333,,
2002.333333,Interstate,39837,,
2008.333333,Interstate,85667.33333,,
2010.666667,Interstate,106488.3333,,
2005.666667,Interstate,54483.66667,,
2001,Interstate,21142.33333,,
1996.666667,Interstate,41284.33333,,
2004.666667,Interstate,20111.66667,,
1992.666667,Interstate,47278.66667,,
2009.666667,Interstate,85508,,
1998.333333,Interstate,33599.33333,,
2014.333333,Interstate,46166.33333,,
2008.666667,Interstate,44534.33333,,
2000.666667,Interstate,68455,,
2004,Interstate,43103.66667,,
2003.333333,Interstate,31749,,
2010.666667,Interstate,72132.33333,,
2000,Interstate,28728,,
2000.333333,Interstate,26057.66667,,
2008.333333,Interstate,108864,,
2001.666667,Interstate,38621.66667,,
2008,Interstate,41551,,
2007,Interstate,57449,,
2007,Interstate,58728,,
2011,Interstate,62040,,
2003.666667,Interstate,49241.33333,,
2004.666667,Interstate,44790,,
2003,Intrastate,47185.33333,,
2005,Interstate,28422,,
2014.333333,Interstate,91305.66667,,
1993.666667,Interstate,51475.33333,,
2010.333333,Interstate,76335,,
2007,Interstate,50191,,
2010.333333,Interstate,55459.66667,,
2002,Interstate,21000,,
2009,Interstate,122805.6667,,
2010.666667,Interstate,38594.33333,,
2007.666667,Interstate,47955.66667,,
2003.666667,Interstate,48691,,
2000.333333,Interstate,60061.33333,,
2013.333333,Interstate,109210,,
2011.333333,Interstate,37527,,
1999.333333,Interstate,40190,,
2007.666667,Interstate,65152,,
2003.666667,Interstate,25060.33333,,
2009.333333,Interstate,78418,,
2004.333333,Interstate,39546.33333,,
2007,Interstate,43534.66667,,
1998.666667,Interstate,283602.3333,,
2003,Interstate,27587,,
2004,Interstate,42627.66667,,
2010.666667,Interstate,61277.33333,,
2001,Interstate,32691.66667,,
1996.333333,Interstate,48196,,
2012.333333,Interstate,45396.33333,,
2014.666667,Interstate,81429,,
2011.666667,Interstate,80098.33333,,
2005,Interstate,57423,,
2002.666667,Interstate,287719.6667,,
2013.666667,Interstate,39549,,
2003.666667,Interstate,43272,,
1996.333333,Interstate,37200,,
2017.666667,Interstate,95278,,
2020.333333,Interstate,103229.6667,,
2015.333333,Interstate,46397.66667,,
2008,Interstate,337951.6667,,
2016,Interstate,97096.33333,,
2014.666667,Interstate,58942.66667,,
2009,Interstate,73642.66667,,
2001.333333,Interstate,271305.6667,,
2009,Interstate,84893,,
2012,Interstate,75227,,
2003.666667,Interstate,297732,,
2010,Interstate,61538.33333,,
2002.666667,Interstate,30528,,
2010.333333,Interstate,52671.66667,,
2014,Interstate,93209.33333,,
2009.333333,Interstate,34561,,
